Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,,,,
165,Julia,0.91342044,0.010166063,0.005105098,0.086070583,0.008643518,0.009716028,0.015469881,0.095706326,2.22E-07,0.049285701,0.13282192,0.108963231,0.357960317,0.330341729,0.025838232,0.082602508,0.023775139,0.450270792,1.232268003,0.259119217,0.528918719,0.129170837,0.827326741,0.289381154,25.65316125,0.008619209,0.009691049,0.015424401,0.095492724,0.123421354,0.003809426,0.04,0.02,9.84E-06,1.538742246,0.014522115,0.3509637,,,,,,
166,Julia,0.935552162,0.011017267,0.005608162,0.077706723,0.010896526,0.012410495,0.018577689,0.111775876,2.10E-07,0.050312034,0.157147509,0.127364413,0.290942066,0.304774428,0.024900803,0.103919594,0.028421233,0.376365478,1.053160071,0.256255086,0.388778108,0.108361807,0.658018648,0.319204257,25.65225901,0.01085898,0.012371404,0.018510779,0.111470204,0.142938811,0.002388773,0.04,0.02,9.00E-06,1.419501773,0.019054062,1.2546675,,,,,,
167,Julia,0.9888424,0.012542261,0.004856047,0.085593193,0.013682983,0.014318207,0.01356422,0.128222742,2.16E-07,0.049614514,0.163574807,0.140254793,0.388760335,0.289041474,0.02401168,0.089623898,0.029054345,0.43843289,1.332411738,0.213930385,0.354981373,0.148162724,0.82061434,0.297802963,25.6576586,0.013647626,0.014284386,0.01352758,0.127959819,0.152839342,0.005139717,0.04,0.02,9.51E-06,1.535789657,0.01639746,0.3292104,,,,,,
168,Julia,0.960563427,0.011162598,0.004400815,0.127918798,0.01117767,0.012132315,0.017293363,0.150928001,2.07E-07,0.065692288,0.135392732,0.111392421,0.291265435,0.307562078,0.024972591,0.104372178,0.031240565,0.388869596,1.127229554,0.253064483,0.40251042,0.144483971,0.693169108,0.344551569,25.53315957,0.01114941,0.012104276,0.017247659,0.150625207,0.12610646,0.00264878,0.04,0.02,9.14E-06,1.870165687,0.012195501,0.2622342,,,,,,
169,Julia,1.036739669,0.010242464,0.003675649,0.109980741,0.01040464,0.011691014,0.01248873,0.515863458,2.01E-07,0.053058028,0.143603228,0.126966696,0.333681386,0.305182758,0.027127194,0.095114962,0.026402542,0.369952219,1.2699477,0.22030949,0.36999513,0.126485831,0.740017743,0.355344387,25.58422268,0.010377465,0.011663101,0.012454633,0.514794275,0.134083495,0.004604872,0.04,0.02,8.82E-06,1.635736736,0.014531339,0.9154618,,,,,,
170,Julia,1603.43248,0.013612321,0.006297757,5.394690377,4.228117399,4.864776832,2.448432594,10.23015456,0.005956662,4.43E-07,0.013834275,0.130572635,0.251827856,0.21629403,0.026442071,0.102594992,0.028990717,0.435751752,1.284111684,0.007201335,0.007461426,0.007084943,0.00718573,0.007135776,25.54463634,2.561326392,3.050537099,1.457111748,6.747613422,0.000740675,1.96E-05,0.04,0.02,0.292021141,1.47E-05,0.02001854,0.6004148,,,,,,
171,Julia,0.916615493,0.008903914,0.006501808,0.0632147,0.00975284,0.010677268,0.012606472,0.130291145,1.96E-07,0.048160334,0.171063337,0.147364847,0.317910492,0.260813984,0.023780603,0.082683476,0.026938918,0.433069753,0.97783233,0.26659525,0.422137856,0.113347273,0.681951859,0.336296581,25.64835247,0.009729608,0.010654019,0.012575081,0.130044874,0.160346129,0.00476053,0.04,0.02,8.70E-06,1.443058484,0.015303968,0.2199671,,,,,,
172,Julia,1.099477902,0.011790395,0.004723675,0.109488908,0.009117124,0.011239989,0.017942938,0.563990131,1.96E-07,0.059190166,0.148663406,0.133996184,0.327005808,0.28788255,0.026936747,0.130984092,0.029003934,0.446385364,1.284718708,0.267206102,0.432422257,0.143325325,0.61286286,0.340258798,25.56706392,0.009096936,0.011217239,0.017901406,0.562999238,0.140034662,0.004890301,0.04,0.02,8.54E-06,1.768368543,0.012519224,0.2832224,,,,,,
173,Julia,0.94058584,0.011283754,0.005407423,0.068550891,0.011646084,0.013348617,0.018001847,0.083455847,1.95E-07,0.057170877,0.172519662,0.146184485,0.319399002,0.269196126,0.025006081,0.08132289,0.025068631,0.42404028,1.009465417,0.267379707,0.344783842,0.105437303,0.886044167,0.303044938,25.62700116,0.011617744,0.013318925,0.017956055,0.083294699,0.161057297,0.003525871,0.04,0.02,8.48E-06,1.604904587,0.014929121,0.7197135,,,,,,
174,Julia,0.895357449,0.01106904,0.004183353,0.097205277,0.007937588,0.008826228,0.010284627,0.155511935,1.61E-07,0.052500837,0.160716826,0.13713913,0.319448515,0.2892404,0.026312376,0.089049215,0.023218965,0.351342463,1.307096075,0.227948238,0.405032189,0.145083532,0.779239613,0.301499732,25.74173745,0.00791762,0.008805932,0.010257582,0.155201507,0.150179195,0.004349643,0.04,0.02,7.26E-06,1.598367461,0.015203803,0.196463,,,,,,
175,Julia,0.973611606,0.008758483,0.004323284,0.078676807,0.010269098,0.012705836,0.016187106,0.254007837,2.24E-07,0.057835524,0.147413677,0.126714981,0.307142984,0.248567393,0.024852028,0.102139725,0.027283055,0.420254347,1.113713327,0.267545011,0.452047024,0.137726841,0.638085681,0.276643557,25.5923068,0.010244319,0.012677811,0.016146277,0.2535215,0.138153793,0.004326632,0.04,0.02,1.00E-05,1.76158497,0.013510043,0.3390912,,,,,,
176,Julia,1.198813598,0.012238335,0.007766853,0.10321997,0.018155,0.02247222,0.017138749,0.375335893,2.91E-07,0.063772286,0.155726721,0.139105017,0.285532188,0.317309879,0.035986268,0.128543074,0.03598905,0.460105878,1.165399893,0.254831907,0.404451604,0.149831588,0.872974115,0.307824787,25.60066792,0.018120687,0.022433398,0.017104888,0.374773062,0.147780854,0.005087606,0.04,0.02,1.25E-05,1.832046291,0.010948714,0.2559507,,,,,,
177,Julia,1.126533738,0.013586784,0.004517289,0.147983601,0.009530761,0.010782411,0.021964914,0.556287198,2.03E-07,0.057386281,0.149586439,0.13932206,0.317262295,0.347918253,0.027132661,0.101644955,0.026863906,0.47092802,1.256503632,0.204112603,0.428600428,0.116287937,0.804114418,0.307806468,25.52936956,0.009514883,0.010765992,0.02192666,0.555551914,0.143050063,0.00728167,0.04,0.02,9.00E-06,1.759612151,0.009772832,0.1903442,,,,,,
178,Julia,0.971989548,0.008997091,0.004516595,0.088733217,0.01073899,0.012850238,0.012602144,0.183682581,2.68E-07,0.052905072,0.173614143,0.147828108,0.292533619,0.290498224,0.025107062,0.093087415,0.025960527,0.454482368,1.151353293,0.254615176,0.481272046,0.142178511,0.690689647,0.297587357,25.60019004,0.010710611,0.012819197,0.012567333,0.183297402,0.161253364,0.003466497,0.04,0.02,1.15E-05,1.48518036,0.016375202,1.0398639,,,,,,
179,Julia,12.05515416,0.107606277,0.050374935,5.228367757,0.150889606,0.172327586,1.691621838,14.6852943,2.26E-07,0.020440528,0.022467362,0.141742085,0.253946136,0.296369363,0.025750734,0.108254322,0.028743982,0.403793376,1.298547228,0.015233739,0.440541573,0.088854625,0.007227639,0.237209876,25.45684578,0.090852572,0.10744107,1.000453293,9.635405398,0.001141224,1.59E-05,0.04,0.02,1.09E-05,0.634265839,0.029752003,0.6731354,,,,,,
180,Julia,1.113053213,0.013181603,0.005205048,0.120583394,0.011910979,0.014921722,0.018072772,0.415330177,3.38E-07,0.070858817,0.134093798,0.118661671,0.342173122,0.355341487,0.031520711,0.098237266,0.026227757,0.378050818,1.137571938,0.239494942,0.49016619,0.115531996,0.720932271,0.307451796,25.71272592,0.011889297,0.014896893,0.01803838,0.414730313,0.12746576,0.004403736,0.04,0.02,1.51E-05,2.078034346,0.009079659,2.6954127,,,,,,
181,Julia,1.211411474,0.014948413,0.006320622,0.085324889,0.009699786,0.011584147,0.016201734,0.780548376,3.16E-07,0.060835437,0.145192372,0.135869627,0.337956315,0.367535161,0.028569996,0.118873858,0.030625888,0.40868724,1.078419999,0.272427246,0.484714141,0.136387891,0.829589033,0.316302439,25.54842256,0.009680866,0.011563493,0.016168698,0.779340382,0.137733112,0.005695351,0.04,0.02,1.39E-05,1.832464567,0.010869211,0.6667446,,,,,,
182,Julia,0.888320389,0.010904673,0.004754051,0.111319367,0.008542607,0.010654853,0.014827224,0.069785129,2.13E-07,0.052654674,0.138920225,0.109367282,0.323059543,0.292232051,0.027464464,0.09367148,0.02574436,0.411154903,1.21086542,0.234847207,0.419666572,0.126079662,0.718791578,0.317948515,25.73121597,0.00851324,0.010621368,0.014773943,0.069594726,0.126192831,0.001847544,0.04,0.02,9.07E-06,1.452326591,0.0164789,0.5814669,,,,,,
183,Julia,1.136646089,0.011792607,0.006577551,0.131209255,0.013984845,0.014009986,0.013250317,0.585557329,1.96E-07,0.056562856,0.134188521,0.121142069,0.378304294,0.323650981,0.03046649,0.10158242,0.030037985,0.482599536,1.20581864,0.212232474,0.440783287,0.159106699,0.695327175,0.345855497,25.54953784,0.013954036,0.013981773,0.013219803,0.584533767,0.126595607,0.005139805,0.04,0.02,8.59E-06,1.743818738,0.011558371,0.7104709,,,,,,
184,Julia,2159.909947,0.013438052,0.004892091,5.317088751,4.628984208,5.489048317,2.161117172,10.61244709,0.008060558,3.85E-05,0.011708493,0.121973699,0.231193779,0.242501113,0.024656544,0.098330517,0.026631434,0.462857662,1.199095651,0.006803072,0.007111978,0.006998503,0.006843869,0.007072526,25.46390461,2.519847168,3.110031461,1.152561519,6.378303301,0.000470879,1.03E-05,0.04,0.02,0.396935131,0.001205014,0.015466979,0.8791181,,,,,,
185,Julia,1522.671631,0.022938961,0.011833322,5.384431837,4.730024213,5.797002411,2.372324906,8.691469333,0.005671306,5.01E-07,0.016337695,0.121722292,0.272581848,0.258291403,0.02886395,0.093155771,0.026670195,0.401520543,1.18993205,0.00728127,0.007235187,0.007216957,0.007372615,0.006836193,25.4897405,2.914267739,3.693730268,1.436572625,5.81700277,0.000899551,1.74E-05,0.04,0.02,0.274023435,1.62E-05,0.022905534,0.3620783,,,,,,
186,Julia,0.962451077,0.008389771,0.0043271,0.100003071,0.012185319,0.014316467,0.015493176,0.103447539,2.56E-07,0.061143184,0.146131984,0.120863323,0.330759963,0.274637613,0.028878083,0.081088821,0.031340259,0.422080674,1.321998678,0.245963001,0.389148891,0.129569913,0.789391271,0.332564071,25.55758341,0.012153654,0.014282459,0.01545109,0.103234221,0.13594872,0.003015479,0.04,0.02,1.13E-05,1.763547456,0.013706201,0.2135752,,,,,,
187,Julia,1.000885279,0.013186819,0.005754521,0.098720085,0.010373982,0.011463168,0.016065434,0.148387738,2.48E-07,0.055049023,0.163106058,0.142730542,0.275144343,0.281935029,0.02777672,0.111468864,0.033344232,0.430230204,1.15214293,0.225783457,0.469699487,0.13387575,0.918790503,0.282252058,25.53092713,0.010352908,0.011441882,0.016031317,0.148148559,0.15439675,0.00575379,0.04,0.02,1.06E-05,1.625645201,0.012671799,0.1880175,,,,,,
188,Julia,1.031254389,0.009843925,0.007037673,0.126685132,0.012796827,0.014474973,0.02235389,0.122240736,3.05E-07,0.050219836,0.14571687,0.11863708,0.293178093,0.296770374,0.035502015,0.128963106,0.03137002,0.463956519,1.106538654,0.20723382,0.401208431,0.114263217,0.75894271,0.273875729,25.54931495,0.012754443,0.014431145,0.022276497,0.121919407,0.133429769,0.002951475,0.04,0.02,1.28E-05,1.459204801,0.017839642,0.1976245,,,,,,
189,Julia,0.977642629,0.010455874,0.003906163,0.075257292,0.01011808,0.010587453,0.012725645,0.235842415,2.44E-07,0.057855027,0.153131822,0.13586292,0.387041097,0.297197674,0.028156937,0.105198811,0.023864919,0.414851456,1.174429239,0.219094842,0.47541618,0.145764742,0.70009402,0.319722465,25.55425268,0.010100389,0.010570533,0.012702386,0.235515255,0.145988792,0.005965326,0.04,0.02,1.09E-05,1.738782563,0.010219098,0.2066441,,,,,,
190,Julia,1.009484409,0.012891842,0.005075904,0.097281947,0.011478591,0.012551649,0.015099324,0.194403513,2.56E-07,0.05218917,0.139466016,0.117259092,0.324850948,0.295451712,0.029998765,0.110185754,0.033966227,0.474506701,1.303081013,0.210057817,0.446909648,0.155604425,0.739372194,0.355501881,25.69569798,0.011447317,0.012520389,0.015056321,0.193983198,0.129848176,0.004111556,0.04,0.02,1.10E-05,1.592043845,0.014714362,0.4399586,,,,,,
191,Julia,1.245928863,0.015951746,0.005275109,0.117374543,0.017307332,0.019875964,0.020349101,0.61083151,2.56E-07,0.046604789,0.15635205,0.138394611,0.267132167,0.394664179,0.040391359,0.122417987,0.037925488,0.375395736,1.413887646,0.223183399,0.363594808,0.156294683,0.670131037,0.34763347,25.48390658,0.017252775,0.019818689,0.020282049,0.609303399,0.144094578,0.004391181,0.04,0.02,1.04E-05,1.375724486,0.018970232,0.6779726,,,,,,
192,Julia,104.9900985,0.01173332,0.006727552,5.296282378,4.253317301,4.580279586,2.374783135,10.89369778,0.000214625,0.022107055,0.016167127,0.160234766,0.228655234,0.236622523,0.031646449,0.09490955,0.029076425,0.440462232,1.165653694,0.00827238,0.019355369,0.008453486,0.007379442,0.080094104,25.41071293,3.021071253,3.336528562,1.66485082,8.231013766,0.001347963,4.04E-05,0.04,0.02,0.011074559,0.767911486,0.023031675,0.6871784,,,,,,
193,Julia,0.965095408,0.008944332,0.005066158,0.090298441,0.012199523,0.013227935,0.011144064,0.250351629,2.41E-07,0.043358173,0.143128569,0.121005196,0.303376046,0.259559626,0.026987809,0.07785993,0.029997151,0.481462205,1.34122701,0.258365731,0.36779893,0.133272658,0.630102267,0.266590668,25.60444818,0.012163381,0.01319211,0.011109553,0.249763023,0.132591684,0.004270185,0.04,0.02,1.05E-05,1.355698563,0.01658145,0.4392941,,,,,,
194,Julia,1.168743725,0.017815768,0.008465841,0.10924858,0.019980764,0.022550647,0.020852269,0.201916498,2.68E-07,0.050360939,0.155226204,0.127656367,0.262712124,0.32727657,0.035143074,0.143666216,0.04255826,0.402117549,1.09164021,0.279398137,0.373947189,0.124518157,0.8321477,0.396233324,25.51677276,0.019912706,0.022480429,0.020778026,0.201370652,0.141468631,0.002619224,0.04,0.02,1.09E-05,1.390300197,0.018896518,0.6139968,,,,,,
195,Julia,1.123410958,0.010075658,0.004674218,0.073060187,0.010050688,0.01220114,0.017659941,0.783431048,1.74E-07,0.047349535,0.155053595,0.145009878,0.34237887,0.280095197,0.023244259,0.088664155,0.026961409,0.389772905,1.238167537,0.258404598,0.359706858,0.122533894,0.612150375,0.332202424,25.63404283,0.010028025,0.012175991,0.017618313,0.78202932,0.146150896,0.006357316,0.04,0.02,7.67E-06,1.474425143,0.013792371,0.6285685,,,,,,
196,Julia,0.972292477,0.010703232,0.007005135,0.097807968,0.010126657,0.010868464,0.014457018,0.169546676,2.71E-07,0.043788437,0.156403382,0.131225933,0.358323307,0.320225743,0.027083443,0.109132535,0.025392157,0.424821699,1.066295532,0.220942628,0.454576559,0.154161261,0.626241093,0.274755137,25.53680433,0.010096544,0.01083892,0.014412079,0.169146567,0.144529746,0.003807783,0.04,0.02,1.16E-05,1.302616123,0.017540427,0.4575049,,,,,,
197,Julia,0.910403967,0.009346459,0.004510717,0.106019005,0.009763284,0.011632024,0.014721996,0.08870069,2.37E-07,0.050252441,0.167049723,0.136141782,0.314908385,0.315896975,0.022548295,0.086516065,0.027961316,0.449107441,1.070345785,0.208528638,0.362920555,0.122805038,0.667176368,0.283625106,25.59932383,0.009730669,0.011596502,0.014670588,0.08846552,0.152140358,0.002368624,0.04,0.02,1.03E-05,1.403055485,0.019318717,0.8281325,,,,,,
198,Julia,1.136643061,0.010499113,0.006936862,0.086142641,0.013610339,0.014849146,0.015254113,0.630874216,2.52E-07,0.053364353,0.154350094,0.134079738,0.294486605,0.298312151,0.024250645,0.114259911,0.030182036,0.438278551,1.164866831,0.26102468,0.41469519,0.136967223,0.665090058,0.357242212,25.63552683,0.013567809,0.014806728,0.015204286,0.629309688,0.141416831,0.002536108,0.04,0.02,1.07E-05,1.478559867,0.016847901,0.3018576,,,,,,
199,Julia,78.29241701,0.022585026,0.007496689,5.391989588,4.212201045,4.586133774,2.579702919,9.792624639,0.000126309,0.031181009,0.015304125,0.122645325,0.307166431,0.240411991,0.028626662,0.095313345,0.024452154,0.366608952,1.307286084,0.008648222,0.080686989,0.008658967,0.00732997,0.117278868,25.46743762,2.493481503,2.813678024,1.499290152,6.331406868,0.000752652,1.41E-05,0.04,0.02,0.006496778,1.02532998,0.020773556,0.7699245,,,,,,
200,Julia,27.92785069,0.050089013,0.021932146,5.570300767,0.637171066,0.759054213,4.322982299,14.63496475,1.99E-05,0.022862287,0.01963468,0.146609316,0.346071905,0.229300443,0.023139183,0.091626129,0.024513577,0.450202017,1.264950197,0.009999481,0.411430252,0.00887132,0.006760305,0.18356059,25.58814521,0.354926814,0.439584025,2.360525392,8.974705351,0.00084579,1.48E-05,0.04,0.02,0.000997051,0.74207217,0.026991356,1.0066009,,,,,,
1,DynPy,1.044887282,0.013579699,0.005355245,0.103618535,0.015563902,0.017204125,0.021031718,0.109860783,2.57E-07,0.059404532,0.143959794,0.120197967,0.349209694,0.312230778,0.026120934,0.112398858,0.029689834,0.445807033,1.194087667,0.255339841,0.377423915,0.13715954,0.849406032,0.353545748,25.68516291,0.015526573,0.017166407,0.020978988,0.109651702,0.134724522,0.003390384,0.04,0.02,1.13E-05,1.724401141,0.012613796,78.23349571,,,,,,
2,DynPy,1.000950307,0.010391278,0.005005946,0.14074483,0.008674022,0.010250861,0.016380389,0.169070572,2.63E-07,0.059824775,0.158875398,0.136400108,0.311950468,0.339875652,0.03260311,0.105196227,0.027709042,0.434358112,1.288166214,0.221001215,0.479222392,0.126193647,0.867703691,0.306354233,25.64349556,0.008654282,0.010229536,0.016341421,0.168765269,0.149229912,0.004281223,0.04,0.02,1.15E-05,1.745395793,0.013406726,61.1131897,,,,,,
3,DynPy,1592.932323,0.013411886,0.005460837,5.315750682,3.940297765,5.121658802,2.183340725,9.140540415,0.006046668,2.00E-06,0.015772881,0.122882001,0.220962473,0.28960871,0.027823635,0.132524924,0.028250529,0.372240071,1.177787898,0.007377407,0.007451756,0.007695967,0.007385584,0.007573362,25.46170028,2.476513323,3.325363531,1.349462737,6.223232261,0.000897272,1.63E-05,0.04,0.02,0.284514316,6.20E-05,0.02112403,61.52438569,,,,,,
4,DynPy,1.018661791,0.013328685,0.004857564,0.084888389,0.012673536,0.015145809,0.016476602,0.239208276,2.11E-07,0.051049273,0.165476955,0.142166934,0.308572335,0.333947011,0.023061128,0.088334548,0.029229594,0.441738972,1.070184336,0.266839437,0.451576274,0.124927503,0.70349986,0.333183663,25.54131699,0.012640371,0.01510958,0.016431532,0.238711551,0.15409092,0.004043719,0.04,0.02,9.12E-06,1.4911686,0.016066702,76.73679709,,,,,,
5,DynPy,3.158912008,0.010001005,0.005230262,0.123930613,0.014414419,0.018000229,0.019338005,7.836414101,2.06E-07,0.065539598,0.058719332,0.149402112,0.27397448,0.295011315,0.034481837,0.12235405,0.030969401,0.465706802,1.272624766,0.242707979,0.385266477,0.136126493,0.378479051,0.353598413,25.50284311,0.014274974,0.017840953,0.019142511,7.77616871,0.046230191,0.001318201,0.04,0.02,1.02E-05,2.148732201,0.002716247,65.16278481,,,,,,
6,DynPy,0.976122579,0.014350122,0.004919069,0.060935811,0.008422931,0.010370953,0.011875516,0.204141534,2.64E-07,0.047443119,0.16742077,0.144295549,0.362700318,0.294769442,0.025226612,0.097007267,0.031353771,0.421732093,1.029714921,0.2781593,0.480459099,0.131995405,0.758933029,0.296347489,25.6034784,0.008400121,0.01034528,0.011841899,0.203702843,0.155919456,0.004981818,0.04,0.02,1.14E-05,1.443141194,0.017508459,83.32697558,,,,,,
7,DynPy,52.13165867,1.553234883,0.870344801,5.394037732,3.594335978,4.820538017,1.679801003,9.354145926,8.56E-07,0.026877997,0.018015792,0.141734542,0.283243907,0.28139765,0.027476128,0.112454099,0.028612051,0.321583309,1.161524604,0.007523066,0.009880002,0.008332674,0.007283525,0.089626351,25.5130153,2.644488127,3.629219695,1.221223511,7.28024407,0.001650799,3.46E-05,0.04,0.02,4.42E-05,0.905309014,0.024160889,66.48128819,,,,,,
8,DynPy,0.942788811,0.012581101,0.006479447,0.101110849,0.007022815,0.008671674,0.0155904,0.144223593,2.00E-07,0.062529916,0.147584089,0.127802743,0.348166114,0.27068572,0.024924712,0.109246553,0.025131317,0.41493101,0.983967187,0.222793214,0.464484379,0.120832246,0.855458755,0.338890061,25.55839325,0.007009192,0.008656298,0.015558785,0.144001615,0.140027124,0.005298086,0.04,0.02,9.03E-06,1.910133567,0.01097814,86.92761326,,,,,,
9,DynPy,0.955870979,0.010668286,0.004675278,0.081869567,0.011132069,0.013648007,0.013976192,0.087792449,2.55E-07,0.056260509,0.16294267,0.136422378,0.382073189,0.318176101,0.027353002,0.086526142,0.025057173,0.426325117,1.178238412,0.233978071,0.421497558,0.125687761,0.881017359,0.273548974,25.71829278,0.011102163,0.013614492,0.013936944,0.087605293,0.151320839,0.003469355,0.04,0.02,1.12E-05,1.631650511,0.015873092,86.15260744,,,,,,
