Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,,,,
66,SteadPy,1.01893732,0.009725755,0.004419383,0.08133792,0.008437814,0.010683893,0.01753008,0.395053142,1.78E-07,0.054486475,0.160931755,0.145421736,0.363808775,0.296395441,0.023447804,0.104206383,0.024870327,0.451756837,1.195403097,0.242744559,0.449908493,0.105240936,0.749126922,0.290272393,25.69720762,0.008420731,0.010664121,0.017492979,0.394418526,0.152494403,0.006500363,0.04,0.02,7.97E-06,1.689005594,0.012732172,158.9635386,,,,,,
67,SteadPy,1336.819889,0.55800404,0.121890799,5.499891079,4.062076739,5.088077548,2.158334214,9.9063756,0.004950234,7.00E-07,0.016600732,0.139857123,0.246471363,0.253370055,0.025320859,0.094962976,0.025596365,0.346434054,1.159446113,0.007232561,0.007321329,0.006851155,0.006963653,0.006921089,25.50740698,2.714697703,3.500335059,1.420996472,7.108279416,0.001152528,2.86E-05,0.04,0.02,0.240455083,2.33E-05,0.023808425,125.0855229,,,,,,
68,SteadPy,0.952749712,0.013173976,0.005415235,0.078993708,0.011297166,0.012731441,0.011619212,0.083872155,2.50E-07,0.051066584,0.154460327,0.129123967,0.303779172,0.342181107,0.027526237,0.104752929,0.026270546,0.379260153,1.184865924,0.220836353,0.431580622,0.154238106,0.857439296,0.364779385,25.5699544,0.011267339,0.012700714,0.011587144,0.083696432,0.143804298,0.003774376,0.04,0.02,1.08E-05,1.503986775,0.015207062,171.2377443,,,,,,
69,SteadPy,0.961370702,0.011206346,0.004423903,0.092872787,0.011544565,0.013370698,0.016756399,0.159925354,2.30E-07,0.0696121,0.136669684,0.114613257,0.35240462,0.294907105,0.025591622,0.089745726,0.023888915,0.408400013,1.043737732,0.249024601,0.447067387,0.123357799,0.703937582,0.33973958,25.62548017,0.011520074,0.01334477,0.016719239,0.159656161,0.12868783,0.003142245,0.04,0.02,1.04E-05,1.997481186,0.010389037,169.3591726,,,,,,
70,SteadPy,1.12015366,0.012550397,0.005255883,0.10101335,0.0103297,0.010371967,0.017228507,0.560379406,2.40E-07,0.050377686,0.16340837,0.148422677,0.295968556,0.285564969,0.031534894,0.101285171,0.034016401,0.405596852,1.033073074,0.235565625,0.406508364,0.163392408,0.831257258,0.325495303,25.52407078,0.010304793,0.010349106,0.017185082,0.559307219,0.153395448,0.006019621,0.04,0.02,1.04E-05,1.55016801,0.01546664,122.3095717,,,,,,
71,SteadPy,1.110396041,0.010695786,0.005826937,0.090027756,0.013823334,0.015525233,0.016301651,0.52240215,2.27E-07,0.045797267,0.151308699,0.134530596,0.321447022,0.329225745,0.028884547,0.100230543,0.030528006,0.437091994,1.134042662,0.253598838,0.405377123,0.129105614,0.68070119,0.30643408,25.63289966,0.013786352,0.015487266,0.016256063,0.521293112,0.141106572,0.004969905,0.04,0.02,9.71E-06,1.397724404,0.015778251,122.0106969,,,,,,
72,SteadPy,0.989335332,0.013869845,0.005743467,0.102226483,0.008463183,0.010741581,0.010846617,0.30192063,1.99E-07,0.050299833,0.156525326,0.140845131,0.385790709,0.264363556,0.023391552,0.103341957,0.024709428,0.407809498,1.147787906,0.204698025,0.413716864,0.130491615,0.810263408,0.298848859,25.62892531,0.008446718,0.010722479,0.010824557,0.301454565,0.148726243,0.007203388,0.04,0.02,8.81E-06,1.575327292,0.012131465,167.7735722,,,,,,
73,SteadPy,1316.99649,0.012719039,0.007656827,5.370029863,4.551092059,5.453627492,2.614061237,9.536865294,0.004953588,5.36E-06,0.020624946,0.157098531,0.236789312,0.266623237,0.031822164,0.101441602,0.028307497,0.481625529,1.0446867,0.007468277,0.007734177,0.007529866,0.007241939,0.007628766,25.52094864,3.360143073,4.119303444,1.907315637,7.444262104,0.001829165,2.79E-05,0.04,0.02,0.231531652,0.000158616,0.024866189,135.1559339,,,,,,
74,SteadPy,64.26642041,0.010011073,0.005197925,5.535752148,0.644830709,0.902700551,4.031272745,15.05123304,0.00016139,0.036812859,0.011431379,0.120739122,0.31717874,0.211534663,0.027787395,0.092677118,0.024133976,0.431127729,1.018083465,0.00797093,0.403887885,0.008514118,0.006727638,0.13031414,25.5229774,0.292759381,0.430049605,1.785914465,7.703635129,0.000336279,9.17E-06,0.04,0.02,0.008316242,1.248748218,0.016572226,170.8661909,,,,,,
75,SteadPy,1.224253451,0.009519368,0.007688875,0.108691419,0.017304107,0.018282946,0.01661061,0.61718594,2.70E-07,0.065945912,0.16030725,0.147793075,0.279017203,0.319570195,0.02753466,0.111040515,0.030584557,0.503772338,1.156444268,0.261862438,0.392922378,0.156137634,0.776789764,0.303278152,25.59513794,0.017271837,0.01825178,0.016578228,0.616272744,0.152246798,0.005571185,0.04,0.02,1.17E-05,1.915755046,0.011165252,119.5112741,,,,,,
76,SteadPy,1350.887384,0.021382157,0.009071363,5.402275637,3.784952201,5.364563644,2.220901067,8.761615512,0.005123383,3.05E-06,0.016907472,0.14184596,0.263458662,0.280776873,0.02840345,0.115396471,0.036374693,0.497093068,1.370621664,0.00724635,0.007745773,0.007486463,0.007191903,0.007505418,25.48737994,2.797611475,4.056262225,1.62232166,6.845524211,0.001568442,3.44E-05,0.04,0.02,0.237877635,9.53E-05,0.022389249,122.8844626,,,,,,
77,SteadPy,1.017259615,0.011589373,0.005096897,0.081330674,0.012117782,0.01410334,0.016327886,0.211930853,2.43E-07,0.060059418,0.136770176,0.116144745,0.338745541,0.2823873,0.029071547,0.107706474,0.027011474,0.479260608,1.278684799,0.276673395,0.456307986,0.144806864,0.811528719,0.317222286,25.65179184,0.012089637,0.014073398,0.016288244,0.211540277,0.128466058,0.004081208,0.04,0.02,1.08E-05,1.816254324,0.012066962,125.3117666,,,,,,
78,SteadPy,0.976154258,0.009480758,0.005792198,0.089571418,0.007947007,0.009579318,0.012412239,0.271656281,2.30E-07,0.052441328,0.157671243,0.136302837,0.33598985,0.342527559,0.024784953,0.117615827,0.025484508,0.451247701,1.131317373,0.241626494,0.464748088,0.125501996,0.816547307,0.302184399,25.54352638,0.007927304,0.009557607,0.01238007,0.271121833,0.14747309,0.004384495,0.04,0.02,1.00E-05,1.554992504,0.014703223,126.8873518,,,,,,
79,SteadPy,53.26054524,0.622733851,0.316696131,5.308887256,4.32798695,5.595038337,2.070423523,8.180290982,2.99E-06,0.015384505,0.021148392,0.127702078,0.270198892,0.288170047,0.031088196,0.119956662,0.028306115,0.432092126,1.081007409,0.008544116,0.015185765,0.009266683,0.007670923,0.098402019,25.38939198,2.989293761,3.970155332,1.41019241,6.036335853,0.001588809,2.56E-05,0.04,0.02,0.000150817,0.513128249,0.029128751,123.8573246,,,,,,
80,SteadPy,0.92166919,0.010540539,0.005188198,0.100004335,0.009774599,0.010879479,0.011863601,0.117289653,1.80E-07,0.056691184,0.153913625,0.128866059,0.346387506,0.330181459,0.024876124,0.091352151,0.030217056,0.404475518,1.307267398,0.255510237,0.384746888,0.128239196,0.814699775,0.322593457,25.70121894,0.00975042,0.010854879,0.011832923,0.117059427,0.143610561,0.003205637,0.04,0.02,7.92E-06,1.614098291,0.013586568,146.0883265,,,,,,
81,SteadPy,1.000842997,0.012948966,0.004750283,0.092320375,0.013278839,0.013577584,0.019244565,0.159327858,2.21E-07,0.051571243,0.142228268,0.114955433,0.284777167,0.298857337,0.027838417,0.129029179,0.033339061,0.399478562,1.313917834,0.282007243,0.405235101,0.129234136,0.746568313,0.358722648,25.59336493,0.013234054,0.013535721,0.019176719,0.158901374,0.1297594,0.002393408,0.04,0.02,9.18E-06,1.448806338,0.017277187,130.2271881,,,,,,
82,SteadPy,1.009698334,0.013246879,0.005470593,0.083822027,0.013212031,0.014229464,0.014506227,0.177368669,2.51E-07,0.051692016,0.133960479,0.11237784,0.321571135,0.358116444,0.026926314,0.091894585,0.032586687,0.430324759,1.025570673,0.266872182,0.487230698,0.168136237,0.795585274,0.368087206,25.56933248,0.013178347,0.014196302,0.014467567,0.177009837,0.125246789,0.004083331,0.04,0.02,1.07E-05,1.553106196,0.01319173,125.6663647,,,,,,
83,SteadPy,1.146952812,0.012829376,0.00556753,0.109260184,0.011292417,0.012664668,0.011470675,0.71790161,2.48E-07,0.054139394,0.158095574,0.145436442,0.387100923,0.304105499,0.02466751,0.103657678,0.024056706,0.375201197,1.092558042,0.229990537,0.483093185,0.166982501,0.767882796,0.285816873,25.63512634,0.011267925,0.01263956,0.011444668,0.716666142,0.148993312,0.00500923,0.04,0.02,1.10E-05,1.606800137,0.012883731,126.8622882,,,,,,
84,SteadPy,1.011507025,0.014526682,0.005583943,0.127683675,0.010183944,0.01113347,0.015294458,0.24996066,2.30E-07,0.061116251,0.158781402,0.134801326,0.281334615,0.282656522,0.027948976,0.108763551,0.035225664,0.426068451,1.073216818,0.231479396,0.426836863,0.129849334,0.682989838,0.34949934,25.51954411,0.010157281,0.011106825,0.015252599,0.249441339,0.147530091,0.003118883,0.04,0.02,9.90E-06,1.712552052,0.014793863,172.0045381,,,,,,
85,SteadPy,1.149779655,0.0164763,0.0068888,0.129506021,0.014067874,0.016116097,0.016629486,0.396451952,2.22E-07,0.062575793,0.154425287,0.139869226,0.338796244,0.315916964,0.027741371,0.103366097,0.036405141,0.359759459,1.212809926,0.253094309,0.541700667,0.151858752,0.825698548,0.34922508,25.5526125,0.014043773,0.016090861,0.016599704,0.395913094,0.147319655,0.006046314,0.04,0.02,9.58E-06,1.827549683,0.010030368,118.5602317,,,,,,
86,SteadPy,0.956992319,0.012575026,0.006023572,0.104773236,0.010165762,0.010696062,0.014355933,0.1181499,2.53E-07,0.062455524,0.155785529,0.130705085,0.309019872,0.317251326,0.029746773,0.087183529,0.026079599,0.470825795,1.124235066,0.209360849,0.444972072,0.153301786,0.707989567,0.268244409,25.6511361,0.010141142,0.010672384,0.014319589,0.11792285,0.145481232,0.003137579,0.04,0.02,1.12E-05,1.767416067,0.013400615,174.1181421,,,,,,
87,SteadPy,0.966689866,0.009128602,0.004217905,0.103820146,0.009892072,0.01154145,0.017437864,0.121645535,2.48E-07,0.052587864,0.165118883,0.137943276,0.335075348,0.343934797,0.030631544,0.097524345,0.026636694,0.449825607,1.221405566,0.255701716,0.375119908,0.13953029,0.737906031,0.281472832,25.67908603,0.009863185,0.01151064,0.017384634,0.121363628,0.152441393,0.003330576,0.04,0.02,1.07E-05,1.516180993,0.017604938,124.0248342,,,,,,
88,SteadPy,1.061792978,0.018044065,0.006649374,0.104173896,0.014590792,0.016479729,0.017326838,0.248196423,2.36E-07,0.049874728,0.148372973,0.126253746,0.319446301,0.308330187,0.028557825,0.096538505,0.030068944,0.376606321,1.287969852,0.250703971,0.398348982,0.126152885,0.652552905,0.365167682,25.67364304,0.014551752,0.016439422,0.017278375,0.247669434,0.138124727,0.003931636,0.04,0.02,1.00E-05,1.468745642,0.01497757,123.5695617,,,,,,
89,SteadPy,1.064234161,0.014261322,0.004718408,0.080647572,0.010967605,0.011534603,0.020309204,0.383809317,2.27E-07,0.057234175,0.156086726,0.136911809,0.370001748,0.282126731,0.026569274,0.120328673,0.032618637,0.382559893,1.32743008,0.275331992,0.471728808,0.124936262,0.710868017,0.264338061,25.70661522,0.010942681,0.011510643,0.020260958,0.383117235,0.146549695,0.00406992,0.04,0.02,9.80E-06,1.641765256,0.013016935,170.4789534,,,,,,
90,SteadPy,1.086334703,0.012395824,0.004989398,0.083695761,0.015362244,0.018054693,0.015459192,0.337871134,2.16E-07,0.056276275,0.14630389,0.129386729,0.372964265,0.30772623,0.025809077,0.119525948,0.033423999,0.419778959,1.117402942,0.24733123,0.42273585,0.122387186,0.805387738,0.329781502,25.68443972,0.015329693,0.018019724,0.01542495,0.337303096,0.138295164,0.005496345,0.04,0.02,9.58E-06,1.735130731,0.012062178,127.552026,,,,,,
91,SteadPy,1.494929552,0.012732211,0.005098017,0.073159331,0.011526777,0.01469141,0.012663887,2.055988549,1.91E-07,0.055734174,0.125560798,0.137251287,0.313150874,0.267584513,0.027829,0.083156417,0.027668601,0.386445418,1.290024295,0.267246555,0.396181414,0.134297472,0.605314337,0.295862369,25.74200424,0.011501605,0.014662084,0.012634978,2.052426083,0.118592502,0.006328984,0.04,0.02,8.67E-06,1.784881461,0.01087429,122.3152072,,,,,,
92,SteadPy,1.176328472,0.01478494,0.006375142,0.113573989,0.012140652,0.014273035,0.017195844,0.535573511,3.03E-07,0.062954305,0.163593041,0.149925321,0.346795503,0.30751606,0.030229925,0.114884161,0.030854292,0.390207896,1.215634184,0.230436962,0.483566564,0.140102082,0.743761908,0.311838514,25.56872495,0.012118341,0.014249059,0.017162809,0.534792607,0.155481362,0.005786549,0.04,0.02,1.32E-05,1.831370329,0.011278019,120.9338603,,,,,,
93,SteadPy,1.019954629,0.013469426,0.004931589,0.083715656,0.011359547,0.014493074,0.013601288,0.300418597,2.35E-07,0.061850451,0.141914713,0.122057049,0.310307327,0.338777463,0.02649942,0.091437101,0.029837337,0.38674134,1.199627336,0.281767325,0.443190526,0.126951357,0.832000059,0.313782115,25.5749439,0.011334001,0.014463281,0.013569313,0.299882525,0.133361864,0.003742923,0.04,0.02,1.03E-05,1.801623252,0.01173232,125.1172829,,,,,,
94,SteadPy,1.104791785,0.010507343,0.004295713,0.149866668,0.015668792,0.01665294,0.01532618,0.356218916,2.52E-07,0.054291069,0.152657517,0.13248919,0.32574544,0.305343142,0.034155573,0.097402472,0.029247197,0.48719954,1.217537168,0.219525461,0.409921001,0.149500963,0.736794472,0.351092362,25.50521845,0.015627484,0.016612809,0.015283944,0.355473708,0.142297098,0.00432179,0.04,0.02,1.09E-05,1.625246715,0.015293402,124.6529577,,,,,,
95,SteadPy,0.942855211,0.013240593,0.004675007,0.08064787,0.011700867,0.013417133,0.013433419,0.13922104,2.11E-07,0.051230389,0.140200271,0.113825968,0.315517591,0.327960271,0.030108816,0.107589252,0.029831974,0.37494853,1.177774769,0.264949264,0.370797458,0.135484004,0.660518126,0.306674413,25.66643271,0.011663876,0.013378358,0.013389027,0.138871744,0.128704768,0.002691687,0.04,0.02,9.04E-06,1.48769103,0.016170988,124.3728464,,,,,,
96,SteadPy,1.031673058,0.019051533,0.005688629,0.11329292,0.013398653,0.014954246,0.014335898,0.208670447,2.35E-07,0.055039121,0.131932439,0.11036216,0.312843133,0.287574311,0.028135996,0.105499246,0.03201728,0.376187334,1.200693342,0.25256304,0.534960571,0.14880094,0.744671544,0.342759005,25.5377158,0.013364052,0.014918944,0.014297198,0.208242835,0.123149802,0.0036728,0.04,0.02,1.00E-05,1.6349441,0.012975819,125.6814618,,,,,,
97,SteadPy,1.184471383,0.012715101,0.006020043,0.130607659,0.012053237,0.012653786,0.016620121,0.741720359,2.45E-07,0.057977882,0.155738396,0.147809295,0.332773532,0.300336714,0.030432422,0.08982432,0.025316851,0.356608532,1.008038309,0.212583523,0.372104308,0.130387252,0.76865183,0.303917547,25.65150668,0.012030885,0.012632338,0.016587902,0.740629056,0.1482978,0.007653251,0.04,0.02,1.09E-05,1.820452179,0.011468623,127.4363024,,,,,,
98,SteadPy,1713.594189,0.009833098,0.004936051,5.507057653,4.059062356,5.844524674,2.334971234,9.863295357,0.006398552,4.21E-08,0.01356542,0.130704728,0.25997817,0.202555906,0.026742088,0.089701742,0.027830904,0.459610177,1.023990611,0.006861898,0.007325726,0.006722159,0.007246248,0.007115838,25.51067977,2.480607005,3.695474093,1.402181543,6.555138739,0.000729419,1.79E-05,0.04,0.02,0.310830324,1.36E-06,0.018860668,175.344393,,,,,,
99,SteadPy,1.135872354,0.008387907,0.004494605,0.097908454,0.012863762,0.013913894,0.018389557,0.52948934,2.95E-07,0.049773425,0.161388047,0.145673787,0.342388943,0.277718154,0.031637124,0.103010089,0.03312808,0.474793744,1.327866786,0.253733373,0.439542788,0.116944268,0.740811941,0.25950922,25.63932162,0.012833269,0.013883745,0.018343989,0.528493403,0.15154793,0.005555173,0.04,0.02,1.28E-05,1.510675961,0.014784597,124.9468925,,,,,,
100,SteadPy,1.007149309,0.00935266,0.005476272,0.090987042,0.009168092,0.010070756,0.017671719,0.35718926,2.34E-07,0.048217246,0.160342617,0.141528356,0.338123482,0.287532547,0.024089484,0.088967648,0.030482516,0.427428114,1.260795375,0.207349248,0.436085629,0.116721409,0.673071035,0.264541247,25.69919998,0.009146396,0.010048972,0.017628005,0.356518562,0.150527269,0.005165628,0.04,0.02,1.03E-05,1.46357772,0.014558486,124.7518182,,,,,,
101,SteadPy,0.965741001,0.010904435,0.004645542,0.127749676,0.011186178,0.012835566,0.010963187,0.147692827,2.30E-07,0.062189113,0.151579655,0.128703052,0.298401929,0.327971095,0.023899883,0.108697209,0.027347006,0.453147212,1.331818373,0.213573961,0.431728648,0.14253555,0.71168657,0.296426993,25.63479831,0.011160552,0.012808687,0.010936933,0.147424353,0.142283669,0.003883969,0.04,0.02,1.02E-05,1.828311524,0.012798478,170.3933723,,,,,,
102,SteadPy,0.985234212,0.011420343,0.007422609,0.091646114,0.009923649,0.011787244,0.01425534,0.176824423,2.18E-07,0.052732006,0.144672633,0.124137639,0.328262925,0.339931696,0.02503943,0.113138376,0.02492954,0.452896184,0.989349485,0.22266766,0.478025598,0.155595022,0.813710124,0.357571613,25.60813416,0.009900547,0.011762161,0.01422065,0.176497799,0.13606494,0.00506606,0.04,0.02,9.43E-06,1.614854819,0.013173132,147.2408876,,,,,,
103,SteadPy,0.959544472,0.014725046,0.005360786,0.116872986,0.012390725,0.015123392,0.014558702,0.087199291,1.86E-07,0.054841527,0.14285603,0.114969392,0.367146864,0.279872654,0.02807642,0.087784584,0.033689589,0.384958592,1.009712781,0.2324892,0.464496051,0.136067662,0.82587878,0.305924159,25.57344875,0.012350873,0.015078927,0.014509757,0.086976716,0.130843539,0.002483303,0.04,0.02,7.96E-06,1.57023378,0.016524437,169.9842863,,,,,,
104,SteadPy,0.968515519,0.015060248,0.005130629,0.103389717,0.011277868,0.013304461,0.009913157,0.17113037,1.85E-07,0.063605127,0.16518925,0.1420516,0.343344246,0.277780659,0.030254876,0.086173642,0.029940153,0.389023494,1.168928869,0.204318279,0.324651618,0.150710364,0.810285004,0.31211612,25.68589031,0.011252694,0.013277315,0.009890026,0.170827274,0.155167487,0.00398905,0.04,0.02,8.22E-06,1.833150784,0.013349679,129.4521852,,,,,,
105,SteadPy,1.305918485,0.013177107,0.005943675,0.095313482,0.015239398,0.017999356,0.01423944,0.971196799,2.32E-07,0.063651671,0.154836531,0.150468271,0.340189542,0.314864666,0.036235768,0.113975471,0.03665478,0.404051116,1.260142744,0.240356629,0.383634961,0.12534214,0.808985724,0.36649658,25.64324059,0.015215613,0.017973679,0.014216207,0.969994244,0.148268937,0.006729906,0.04,0.02,1.02E-05,1.860024476,0.009119144,126.8070343,,,,,,
106,SteadPy,1.007696325,0.007757669,0.004249284,0.134172691,0.011647303,0.014729491,0.0166063,0.179955112,2.33E-07,0.048980907,0.157387013,0.137155787,0.330048972,0.343514978,0.027306222,0.091194526,0.026737519,0.487855331,1.292745319,0.214479085,0.399221827,0.115356953,0.898477186,0.26867481,25.65132473,0.011620358,0.014698344,0.016566141,0.179624779,0.148146249,0.00590643,0.04,0.02,1.01E-05,1.515738016,0.014364912,126.1709716,,,,,,
107,SteadPy,1.010310055,0.017906633,0.006554617,0.109566743,0.011515553,0.013019648,0.013483565,0.191767068,3.08E-07,0.057681242,0.134270612,0.113342453,0.361578635,0.283612215,0.026118009,0.09183274,0.031511258,0.346503487,1.17890324,0.211841232,0.416149846,0.154586563,0.791110348,0.31609984,25.64818074,0.011489474,0.012992696,0.013451644,0.191422465,0.126249091,0.003845214,0.04,0.02,1.33E-05,1.696528672,0.011441865,154.611114,,,,,,
108,SteadPy,0.995303399,0.011648775,0.005369255,0.083794962,0.012174186,0.013658103,0.018074841,0.142618616,2.75E-07,0.052624606,0.141175582,0.118442178,0.315934813,0.345264426,0.029839711,0.10562757,0.029827281,0.365694286,1.169012949,0.276330653,0.425215409,0.136160308,0.775262531,0.287843304,25.52967294,0.012143625,0.013626761,0.01802741,0.142334518,0.131989204,0.003923877,0.04,0.02,1.19E-05,1.569944918,0.013436093,149.1724386,,,,,,
109,SteadPy,1.007304716,0.019401456,0.007215962,0.137218557,0.009216792,0.0112296,0.015984466,0.108556756,3.15E-07,0.053875463,0.140852939,0.115143117,0.342273059,0.302762113,0.03217319,0.099653441,0.036021499,0.36998409,1.106359606,0.24350803,0.452413635,0.131980853,0.888308653,0.303554805,25.66923535,0.009190152,0.011199929,0.01593617,0.10830775,0.13022163,0.002972256,0.04,0.02,1.32E-05,1.537210005,0.014941774,127.6205726,,,,,,
110,SteadPy,5.562980634,0.023870638,0.005376783,0.210514494,0.016992441,0.018367017,0.019413637,21.39131895,8.51E-07,0.070511782,0.004595997,0.139562143,0.287520422,0.259025638,0.027814131,0.110366398,0.028157918,0.373721252,1.238993446,0.234245417,0.390892685,0.15068774,0.007043961,0.347664725,25.65729832,0.007126126,0.008107879,0.007932156,10.19569699,0.000111488,6.24E-06,0.04,0.02,4.29E-05,2.180549864,0.005914922,128.3784585,,,,,,
111,SteadPy,1.065130709,0.013801525,0.007145338,0.141312497,0.01289255,0.0152397,0.020330107,0.216887632,2.58E-07,0.05415259,0.14981002,0.12556687,0.355413485,0.327975708,0.029798209,0.111918003,0.031826512,0.414997914,1.112353479,0.215676241,0.419335285,0.116555206,0.754333459,0.365962485,25.54114704,0.012856962,0.015201245,0.020271446,0.216412543,0.138809473,0.003037716,0.04,0.02,1.09E-05,1.527670102,0.014928401,122.2471232,,,,,,
112,SteadPy,0.92923622,0.010497708,0.004908744,0.097503579,0.011531585,0.013290677,0.014115584,0.098902996,1.88E-07,0.050458737,0.151560836,0.125676121,0.353890007,0.317650844,0.02185795,0.084875173,0.029627377,0.375009056,1.007923519,0.205953903,0.457710401,0.130849628,0.786559058,0.370360302,25.61238062,0.011499144,0.013256498,0.014074074,0.098682196,0.14044716,0.003422767,0.04,0.02,8.18E-06,1.486652832,0.015816571,171.1598735,,,,,,
113,SteadPy,1397.933753,0.024390185,0.018848544,5.388990444,4.036952732,4.979225553,2.191118991,9.679400616,0.005259987,8.76E-05,0.016277775,0.14833432,0.253543053,0.222629165,0.026534017,0.113900428,0.034362819,0.458019314,1.017073263,0.007428645,0.007446576,0.007219401,0.007235967,0.00813852,25.43522885,2.91533861,3.683931989,1.562611317,7.416428842,0.001426586,3.88E-05,0.04,0.02,0.248854284,0.002856349,0.022864201,125.6008627,,,,,,
114,SteadPy,1.11341509,0.014016287,0.005401458,0.133018097,0.014764679,0.019198823,0.015366342,0.222530924,2.41E-07,0.062198301,0.158728123,0.139323603,0.301762477,0.31708788,0.033956863,0.127473131,0.036172018,0.449525607,1.1933709,0.252753806,0.415233258,0.143123676,0.895190417,0.349455031,25.58091424,0.014734532,0.019162991,0.015333543,0.222170403,0.150162681,0.005361276,0.04,0.02,1.04E-05,1.835883743,0.012299016,122.0608523,,,,,,
115,SteadPy,0.987101316,0.01014509,0.00581089,0.106331735,0.011578757,0.013813935,0.016937344,0.135464112,2.62E-07,0.06646763,0.147565328,0.12754862,0.34032864,0.287233147,0.024718265,0.088787168,0.026483164,0.463323911,0.99891195,0.22935078,0.475868262,0.127340523,0.751739954,0.304387564,25.63065975,0.011558817,0.013792191,0.016906853,0.135279029,0.140564768,0.004576731,0.04,0.02,1.17E-05,1.914884341,0.009291272,122.4464519,,,,,,
116,SteadPy,1.282799573,0.012328152,0.004101944,0.097092377,0.01081484,0.012582599,0.013840571,1.186042485,2.49E-07,0.051803327,0.134773658,0.132646417,0.342706582,0.297050199,0.030185634,0.098465784,0.031035465,0.381721287,1.28947232,0.280200759,0.427021206,0.140393609,0.817404183,0.344687528,25.57212587,0.010792085,0.0125584,0.013810129,1.184062451,0.127553032,0.006337802,0.04,0.02,1.10E-05,1.623839674,0.011265116,121.1744597,,,,,,
117,SteadPy,1.017435992,0.016514621,0.00550261,0.090034907,0.01097665,0.012340255,0.020277311,0.197133628,2.21E-07,0.063527347,0.162932624,0.139289326,0.297572239,0.285494814,0.032530444,0.10837031,0.029216791,0.382536183,1.01086926,0.244661318,0.420142797,0.127598041,0.75135184,0.321331675,25.59988242,0.010950722,0.01231361,0.020227242,0.196764132,0.152425313,0.00347893,0.04,0.02,9.66E-06,1.789756934,0.013715009,169.4490514,,,,,,
118,SteadPy,1.156300158,0.015674,0.006059983,0.164361062,0.014829615,0.018401425,0.018283561,0.251613953,2.91E-07,0.055084217,0.168719738,0.146928328,0.335033914,0.309069735,0.035103274,0.136036874,0.039251468,0.422203622,1.268048787,0.238457031,0.486617342,0.120228365,0.831187287,0.289284098,25.57122072,0.014793149,0.018360063,0.018236564,0.251123,0.157891004,0.004764231,0.04,0.02,1.23E-05,1.604832949,0.015613722,121.0470119,,,,,,
119,SteadPy,71.53691171,0.015010887,0.007224899,5.41568079,1.893145115,3.174757622,3.265028903,12.65565893,0.000145919,0.035448575,0.013298164,0.135413155,0.302432702,0.270196586,0.025766758,0.116070751,0.03064738,0.448918759,1.025280399,0.007824142,0.221914314,0.008562159,0.007082909,0.163211527,25.56554388,1.06269427,1.852056072,1.796954944,7.813210837,0.000597121,1.67E-05,0.04,0.02,0.007521222,1.215177924,0.019350326,147.0658169,,,,,,
120,SteadPy,0.952621013,0.013373004,0.006072417,0.09361613,0.009127427,0.01029356,0.013462304,0.201134894,2.04E-07,0.04996068,0.137267838,0.113206667,0.306580944,0.31106788,0.027409589,0.106571438,0.030573039,0.364028231,1.131131736,0.238187388,0.511023733,0.15573856,0.669997466,0.349380089,25.65002129,0.009099822,0.010265102,0.013419745,0.200652149,0.126663017,0.003180233,0.04,0.02,8.80E-06,1.489977306,0.015583161,125.6863294,,,,,,
121,SteadPy,0.994199926,0.012857611,0.004753863,0.119541881,0.012161038,0.013186627,0.011573567,0.158232914,1.86E-07,0.055738272,0.173662528,0.146582127,0.341856413,0.299349909,0.026497046,0.119666298,0.027370551,0.404958868,1.404735487,0.238367233,0.423427765,0.167637629,0.720994021,0.354987866,25.53795843,0.012127296,0.013153182,0.01154,0.157884516,0.160674625,0.003196639,0.04,0.02,7.93E-06,1.549156946,0.017013029,123.6593194,,,,,,
122,SteadPy,1.247584741,0.013635265,0.007421316,0.118454084,0.014874675,0.017243042,0.013855836,0.863618043,2.96E-07,0.05048169,0.15275284,0.140260193,0.270312182,0.323383796,0.030857805,0.118204856,0.031116313,0.36737442,1.034413361,0.220847878,0.420959038,0.152661516,0.727175171,0.280541883,25.60587474,0.014835069,0.017201072,0.01381727,0.861793268,0.142210638,0.004281283,0.04,0.02,1.22E-05,1.450523472,0.015265444,119.0859668,,,,,,
123,SteadPy,1.131913856,0.015129,0.006192996,0.136518897,0.015896448,0.018596803,0.015147069,0.336147944,2.53E-07,0.057746616,0.162289528,0.143695696,0.34926259,0.29475385,0.033629077,0.101718241,0.037533766,0.382680576,1.155365149,0.223874028,0.372077388,0.14237573,0.873430706,0.314756163,25.53052005,0.015863765,0.018561854,0.015114515,0.335599593,0.153302929,0.004821177,0.04,0.02,1.09E-05,1.657865204,0.012362604,125.7493384,,,,,,
