Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
59,Julia,0.999041054,0.016587222,0.005737353,0.076132526,0.014658625,0.016035599,0.011442425,0.124275968,2.51E-07,0.051719345,0.147459743,0.123144237,0.29280022,0.28478409,0.028894705,0.113264815,0.027707604,0.369659648,1.118717115,0.265943437,0.413463364,0.164142519,0.821136626,0.324558477,25.6261675,0.01461849,0.015995465,0.011409676,0.124005953,0.137092327,0.003841623,0.04,0.02,1.07E-05,1.533536019,0.015268804,0.3207744
60,Julia,1.223883284,0.01424675,0.00642302,0.104529307,0.012625047,0.013289522,0.016218032,0.815742774,2.68E-07,0.055000946,0.158389805,0.14822173,0.330627073,0.326260896,0.034922209,0.108447998,0.033403686,0.41794304,1.056412638,0.239477745,0.382554318,0.132750515,0.669823625,0.275894258,25.5291518,0.012596987,0.013262522,0.016180351,0.814304146,0.149284482,0.00592507,0.04,0.02,1.13E-05,1.637439428,0.013613989,0.5395406
61,Julia,8.915953945,0.103744592,0.032444578,5.069943113,0.109974698,0.135329407,0.716500837,17.00444767,6.77E-07,0.040073898,0.010726141,0.121910025,0.288137364,0.282604126,0.027863018,0.101718483,0.032802918,0.398767977,1.14698891,0.030489553,0.437134994,0.128389263,0.007252657,0.239135834,25.58065233,0.050777447,0.065520563,0.322921296,8.835250382,0.000328319,1.02E-05,0.04,0.02,3.43E-05,1.360978462,0.015874261,0.2058121
62,Julia,1612.924976,0.037546279,0.01264357,5.407185213,4.404788358,6.146555437,2.559045622,10.03128467,0.006033713,2.64E-05,0.016026015,0.128804956,0.254343292,0.251935286,0.028303319,0.08524567,0.029380654,0.371720768,1.113481578,0.00698795,0.006968114,0.007120674,0.006909434,0.00727909,25.45579903,2.556691802,3.70137299,1.457561382,6.375982776,0.000738675,1.22E-05,0.04,0.02,0.290257341,0.000810295,0.020816806,0.390219
63,Julia,0.983243129,0.009346426,0.005129032,0.085133328,0.014213002,0.01610837,0.015715495,0.18175745,1.93E-07,0.051932922,0.150953639,0.125949167,0.369931403,0.281300092,0.028926399,0.092498605,0.025631231,0.446937365,0.993431432,0.249371119,0.374821933,0.138143449,0.668318607,0.346959727,25.59179158,0.014172061,0.016065954,0.015668175,0.181341966,0.139574675,0.003232133,0.04,0.02,8.43E-06,1.521098122,0.015962165,0.1892817
64,Julia,46.21438033,0.038246519,0.024847595,5.409375845,2.64340303,3.282248265,3.148172116,12.19507067,3.62E-05,0.016351744,0.023006282,0.149542761,0.287023631,0.264712631,0.03356629,0.105628283,0.030884509,0.427959468,1.057303216,0.008879734,0.171987153,0.009342619,0.007291493,0.129423572,25.41848396,1.65949311,2.128767674,1.943498754,8.294672356,0.00129243,1.85E-05,0.04,0.02,0.001779118,0.514106505,0.030208649,1.3405127
65,Julia,1.020055164,0.016001406,0.004415442,0.085220033,0.009516144,0.010471984,0.0129091,0.353909361,2.42E-07,0.049670983,0.154399721,0.137442962,0.372537031,0.318569488,0.021920438,0.09386214,0.02619315,0.363689665,1.294735884,0.212290398,0.454734873,0.146119622,0.779817646,0.291264143,25.60269557,0.009494514,0.010450227,0.012878428,0.353271083,0.145516773,0.006179513,0.04,0.02,1.07E-05,1.565455486,0.013935235,0.4047911
66,Julia,0.988299549,0.00931446,0.004234834,0.077406884,0.008086928,0.010238267,0.016693062,0.354166943,1.71E-07,0.053761501,0.161689408,0.14570918,0.372234242,0.285871701,0.02214636,0.098198334,0.023523765,0.445268187,1.174909715,0.239172255,0.441151234,0.10324698,0.738816388,0.285232453,25.71429041,0.00807079,0.010219591,0.016658239,0.353606173,0.153327898,0.006603906,0.04,0.02,7.70E-06,1.675301639,0.012618408,0.4344508
67,Julia,1295.443187,0.599883461,0.128781406,5.47957141,4.056880199,5.075681575,2.143140207,9.873707746,0.004818395,6.61E-07,0.016086863,0.139595608,0.241001781,0.269481959,0.027517463,0.103387604,0.027790482,0.352006463,1.187431849,0.007400874,0.007486069,0.007033623,0.007141922,0.007101035,25.49515637,2.716868072,3.498643924,1.414018059,7.097392214,0.001123398,2.87E-05,0.04,0.02,0.231510783,2.18E-05,0.023122705,0.5773731
68,Julia,1.002918722,0.014328796,0.005890193,0.087793098,0.012408789,0.013985438,0.012835999,0.094018107,2.73E-07,0.053289551,0.15415725,0.128514262,0.290087329,0.366541966,0.030773347,0.117647094,0.029337651,0.390528184,1.225412964,0.226811336,0.444724181,0.159520294,0.87980551,0.375061403,25.54245639,0.012374828,0.013950449,0.012799276,0.093813913,0.143159635,0.003627312,0.04,0.02,1.17E-05,1.553439563,0.015685888,0.1858097
69,Julia,0.997733838,0.011928697,0.004697201,0.100079366,0.012292806,0.014238903,0.017990429,0.183464302,2.45E-07,0.068378608,0.135612856,0.114205086,0.341199134,0.310546511,0.027781397,0.097647625,0.025870405,0.41692677,1.070596097,0.253926851,0.458939273,0.126562748,0.721060932,0.346890988,25.60439383,0.012267246,0.014211842,0.017951327,0.183161636,0.127841622,0.003192986,0.04,0.02,1.09E-05,1.94239091,0.010110109,0.2929552
70,Julia,1.164446341,0.012936132,0.005411705,0.104908009,0.010654766,0.010697449,0.017825642,0.671285231,2.47E-07,0.049542383,0.161310905,0.148277158,0.291713002,0.292466001,0.032738703,0.105285381,0.035289289,0.40882569,1.043525847,0.237126716,0.41060386,0.165172829,0.833550826,0.328661858,25.51598927,0.010629228,0.010674013,0.017780981,0.670008554,0.151482315,0.006048611,0.04,0.02,1.06E-05,1.512378695,0.015144818,0.3153439
71,Julia,1.016168141,0.009616363,0.005238512,0.079512457,0.012445424,0.013975553,0.014440759,0.36869643,2.05E-07,0.046096701,0.154597792,0.135221352,0.339702771,0.301700186,0.025126286,0.086817931,0.026666482,0.422235264,1.09068166,0.244773111,0.386921779,0.123525936,0.655752041,0.293474963,25.67121793,0.012412191,0.013941439,0.01440045,0.367915169,0.144192133,0.005004465,0.04,0.02,9.05E-06,1.43729663,0.016112227,0.143147
72,Julia,0.962540008,0.013362866,0.005534039,0.097597228,0.008149778,0.010343031,0.010415515,0.257256861,1.92E-07,0.052001803,0.157971891,0.141078526,0.393216476,0.256194645,0.022278155,0.098239162,0.023559496,0.40281398,1.131702436,0.202204268,0.4074741,0.128472241,0.80029785,0.294761554,25.64169709,0.00813342,0.010324054,0.010393661,0.256847153,0.149863613,0.007004281,0.04,0.02,8.62E-06,1.64619765,0.01262758,0.158507
73,Julia,1310.532957,0.012115766,0.007300349,5.382616203,4.553816066,5.457737798,2.617662936,9.546136926,0.00491185,5.59E-06,0.020589544,0.15727955,0.240541812,0.254401137,0.02990129,0.095208982,0.026614335,0.474581913,1.027148031,0.007345852,0.007622414,0.007409243,0.007112389,0.007511591,25.52996398,3.362538408,4.122848483,1.910169036,7.45221322,0.001826752,2.79E-05,0.04,0.02,0.2310621,0.000166218,0.024836036,0.3933232
74,Julia,64.31565964,0.010764414,0.00559787,5.512410968,0.818857641,1.159985398,3.941148716,14.77532253,0.000157184,0.036744599,0.011887845,0.120571234,0.307655986,0.226783701,0.03067216,0.102482231,0.026584722,0.442669461,1.045761438,0.008143952,0.392752146,0.008654956,0.006946944,0.131152983,25.50621566,0.375380626,0.557766868,1.763293457,7.628030555,0.000355792,9.32E-06,0.04,0.02,0.008080635,1.244605997,0.017275411,0.3575277
75,Julia,1.299282657,0.009925721,0.008015407,0.114684516,0.018065566,0.01908757,0.017447548,0.808806199,2.81E-07,0.064233673,0.15688168,0.147618321,0.273515257,0.329816764,0.028967504,0.1169786,0.032146658,0.508686174,1.169740219,0.26407904,0.398188178,0.15810321,0.778261214,0.307182331,25.5824967,0.018032083,0.019055233,0.017413743,0.807616833,0.149039588,0.005597748,0.04,0.02,1.20E-05,1.84811672,0.010854335,0.5751519
76,Julia,1403.313002,0.023638252,0.010001473,5.373128987,3.778600667,5.353609372,2.213472703,8.739537869,0.005360352,2.90E-06,0.017471329,0.141478944,0.254612988,0.306505593,0.032038153,0.130497228,0.040980735,0.509652017,1.411230343,0.007487242,0.007950935,0.007712731,0.007436588,0.007731151,25.46967199,2.792406043,4.047287369,1.616589889,6.827227863,0.001619719,3.42E-05,0.04,0.02,0.246113837,8.99E-05,0.023131302,0.797456
77,Julia,1.036667491,0.01192576,0.005245591,0.084196975,0.012488101,0.01453486,0.01688269,0.235485443,2.51E-07,0.058631247,0.135891158,0.115973384,0.33392632,0.28891582,0.030139406,0.111811304,0.027991455,0.48311256,1.290422276,0.278677796,0.460689546,0.146253973,0.817993823,0.319951098,25.64193754,0.012459792,0.014504742,0.016842683,0.235061871,0.127826983,0.004171954,0.04,0.02,1.10E-05,1.759575761,0.01171641,0.2175223
78,Julia,0.978555809,0.009527056,0.005821087,0.090103339,0.007988513,0.009629468,0.012487207,0.269130738,2.32E-07,0.053079602,0.157849161,0.136268165,0.335105744,0.343908343,0.024946804,0.118406465,0.025646309,0.452024828,1.133367423,0.24200867,0.465609075,0.125708141,0.818175766,0.302638902,25.5420059,0.007968475,0.009607388,0.012454464,0.26859504,0.147527211,0.004334018,0.04,0.02,1.01E-05,1.575119564,0.014882704,0.2591807
79,Julia,53.52061846,0.686750673,0.344269786,5.292065631,4.324789319,5.584077591,2.049538006,8.12534823,3.07E-06,0.015537002,0.02130593,0.127345406,0.263728205,0.307090097,0.033916137,0.131066181,0.030859172,0.434564867,1.101369713,0.008678016,0.014751554,0.009354476,0.007827265,0.099789493,25.37932077,2.997091294,3.974837471,1.400788479,6.012802514,0.001616785,2.58E-05,0.04,0.02,0.000154221,0.516987207,0.02932111,0.2891483
80,Julia,0.886373589,0.009771664,0.004821679,0.091223243,0.009045159,0.010067634,0.010908461,0.100744345,1.67E-07,0.057803237,0.155007561,0.129323219,0.360431292,0.310582623,0.022547744,0.082521075,0.027467242,0.394985399,1.269342736,0.250340231,0.373630052,0.124559527,0.794584161,0.314265293,25.73138103,0.009022258,0.010044334,0.010879591,0.100541949,0.144403713,0.00314482,0.04,0.02,7.50E-06,1.667526957,0.014043137,0.2605781
81,Julia,0.979599726,0.012510659,0.004585437,0.088272849,0.012808931,0.013098346,0.01841028,0.148720916,2.13E-07,0.051644788,0.142724575,0.115168931,0.289636021,0.290581096,0.026640849,0.12330254,0.031934084,0.395423061,1.300077748,0.279899543,0.40037007,0.127916056,0.738792202,0.354721911,25.60425173,0.012765524,0.013057769,0.018345066,0.148320926,0.130157618,0.002386675,0.04,0.02,8.97E-06,1.461204335,0.017309802,0.206541
82,Julia,0.981593459,0.012624197,0.005227142,0.078923903,0.012574144,0.013543246,0.013707679,0.155705914,2.39E-07,0.052981888,0.134998917,0.112653723,0.329642972,0.344936738,0.025341215,0.086295961,0.030718155,0.424555409,1.007135752,0.264006511,0.47891124,0.165647311,0.782950098,0.362671615,25.58457179,0.012541149,0.01351076,0.013670079,0.155381694,0.125977513,0.00398092,0.04,0.02,1.04E-05,1.613346895,0.013669401,0.2233987
83,Julia,1694.414667,0.013236026,0.005740865,5.395893881,4.524945826,5.639129635,2.618454895,9.779155687,6.29E-03,8.12796E-05,0.014825825,0.157573341,0.299259468,0.236517678,0.02448661,0.105323012,0.023681694,0.366510626,1.093165888,0.007116548,0.007313696,0.007250483,0.00705504,0.007423974,25.48315123,3.28319231,4.190624689,1.876481273,7.522636662,0.001274782,3.22968E-05,0.04,0.02,3.07E-01,0.002575109,0.019215709,0.6796115
84,Julia,0.977880117,0.013792854,0.005295246,0.119280744,0.009649389,0.01054912,0.014350285,0.23305386,2.18E-07,0.058998039,0.158945817,0.135125465,0.288359105,0.270580045,0.026135164,0.101505367,0.032979637,0.41911618,1.055191013,0.228228459,0.418749915,0.12768912,0.671066143,0.343465076,25.53350861,0.009624942,0.010524688,0.014312279,0.232585315,0.148022545,0.003228521,0.04,0.02,9.46E-06,1.659983214,0.014366928,0.3997003
85,Julia,1.097653977,0.015579016,0.006508746,0.120123458,0.013207671,0.015129306,0.015531137,0.322224832,2.10E-07,0.063157697,0.156110048,0.140229478,0.348991632,0.301819389,0.025779868,0.095827812,0.033895557,0.353021424,1.188745618,0.249400703,0.532399628,0.148947359,0.812696681,0.342723639,25.57028684,0.013184893,0.015105457,0.015503137,0.321783943,0.14888116,0.006023414,0.04,0.02,9.20E-06,1.864597255,0.01020695,0.5465247
86,Julia,1.000801653,0.013545876,0.006495983,0.115218246,0.011040052,0.011614472,0.015767053,0.135956756,2.73E-07,0.062506541,0.154964094,0.130283606,0.297408106,0.337500619,0.032804292,0.096462244,0.028695775,0.482681967,1.155045796,0.214059529,0.456033167,0.157139639,0.723479055,0.275069349,25.62497933,0.011013432,0.011588873,0.015727312,0.135696632,0.144756195,0.00314093,0.04,0.02,1.19E-05,1.74888242,0.013257358,0.6875698
87,Julia,0.915478619,0.008342374,0.003859309,0.091939648,0.008973103,0.010467997,0.015662289,0.108028705,2.26E-07,0.050310222,0.165395392,0.138555196,0.35224409,0.318417919,0.027084359,0.085806048,0.023620788,0.434565449,1.17292849,0.249705211,0.36125218,0.134359152,0.714123403,0.272415731,25.7160808,0.008947901,0.010441121,0.015616307,0.107787931,0.153147484,0.003475379,0.04,0.02,9.90E-06,1.465727539,0.01694377,0.1567824
88,Julia,1.000968836,0.016581739,0.00611156,0.093588799,0.013333682,0.015058629,0.015569792,0.193851692,2.17E-07,0.050574011,0.150142669,0.126809527,0.333882297,0.287094149,0.025513851,0.085922734,0.026947978,0.365374217,1.245315683,0.244620918,0.385207071,0.122521995,0.634329665,0.353644961,25.70611235,0.013297392,0.015021164,0.015525496,0.193433015,0.139606041,0.003884103,0.04,0.02,9.46E-06,1.517358019,0.015413438,0.5849771
89,Julia,1.068604528,0.014378725,0.004758302,0.081453727,0.011060391,0.011631982,0.020512216,0.37588369,2.28E-07,0.059072708,0.156580887,0.136853546,0.36846925,0.28406751,0.02685379,0.12166725,0.032962447,0.383565518,1.331134249,0.275959696,0.473262404,0.125323964,0.713316172,0.265139522,25.70352131,0.011034474,0.011607066,0.020461971,0.375184785,0.146733856,0.003948619,0.04,0.02,9.92E-06,1.699142747,0.013444163,0.2158723
90,Julia,1.017495313,0.011326519,0.004550231,0.074576931,0.013916304,0.016350337,0.013875131,0.27345467,1.96E-07,0.054705171,0.147633747,0.129993996,0.39198717,0.284281605,0.022771713,0.105029406,0.029544381,0.404678001,1.075025195,0.240452311,0.406737105,0.117733398,0.781245477,0.318768927,25.72132725,0.013887628,0.016319541,0.013845243,0.273007584,0.139763157,0.005671875,0.04,0.02,8.86E-06,1.706751173,0.011862732,0.2636749
91,Julia,1.452093335,0.012382007,0.004953,0.070543878,0.011162244,0.014224565,0.01221994,1.953909588,1.85E-07,0.054754745,0.12701606,0.137421831,0.318045777,0.260987476,0.026755006,0.079832037,0.026619429,0.381838505,1.274148159,0.264849216,0.39187998,0.132883708,0.600571529,0.292244099,25.75438235,0.011138599,0.014197023,0.01219288,1.950625558,0.120167393,0.00652384,0.04,0.02,8.45E-06,1.757365104,0.010713689,0.5222622
92,Julia,1.196782438,0.015028187,0.006476404,0.115986742,0.012345343,0.014514429,0.017527868,0.578877066,3.08E-07,0.062634272,0.162768454,0.149836715,0.344125942,0.311402217,0.030837657,0.117257115,0.031461503,0.391750089,1.221710859,0.231397577,0.486045738,0.140818115,0.745291579,0.313374712,25.56407907,0.012322686,0.01449008,0.017494239,0.578034131,0.154707754,0.005790453,0.04,0.02,1.33E-05,1.816310099,0.011203851,0.5326583
93,Julia,1.009325404,0.013267549,0.004853895,0.082082996,0.011173769,0.014254879,0.013362891,0.290894314,2.31E-07,0.061491919,0.14210111,0.122147334,0.312800294,0.334592069,0.025973112,0.089566618,0.029262358,0.384700282,1.193552978,0.280765493,0.440768671,0.126223344,0.827900745,0.312305138,25.57988093,0.011148781,0.01422574,0.013331652,0.290378131,0.133581992,0.00376608,0.04,0.02,1.02E-05,1.794400051,0.011718901,0.1276143
94,Julia,1.073936745,0.010067085,0.004119221,0.141515497,0.014945876,0.01588547,0.01453872,0.341467631,2.41E-07,0.052007785,0.152563357,0.132743204,0.332691606,0.294948129,0.032356725,0.092085459,0.027733605,0.481344822,1.199585212,0.217241664,0.404557331,0.147534752,0.728215753,0.34681202,25.51669854,0.014908093,0.015848761,0.0145003,0.340782642,0.142607911,0.004509741,0.04,0.02,1.04E-05,1.559468227,0.014700618,0.2172825
95,Julia,0.9651515,0.013756105,0.004845705,0.084331264,0.012166127,0.013951095,0.014050125,0.146350691,2.18E-07,0.052333133,0.140108628,0.113599573,0.309501559,0.338129278,0.031597812,0.113138544,0.031274784,0.379031628,1.195523546,0.267893643,0.376040669,0.137141377,0.669461273,0.310957528,25.65286863,0.012126908,0.013909982,0.014002781,0.145976268,0.128412554,0.002635479,0.04,0.02,9.32E-06,1.513585468,0.016449659,0.3622877
96,Julia,1.091090737,0.02075329,0.006190421,0.126224051,0.014689985,0.016398259,0.015921931,0.242983516,2.55E-07,0.056833997,0.131192569,0.109900686,0.300782511,0.307623809,0.031242001,0.1174933,0.035490747,0.384434918,1.230623974,0.257434603,0.54753073,0.15210242,0.75906776,0.351812299,25.51556999,0.014651005,0.016358483,0.015877767,0.242471877,0.122234621,0.0035624,0.04,0.02,1.07E-05,1.668302919,0.013229087,0.2142773
97,Julia,1.343127323,0.013909566,0.006564617,0.148398299,0.013238228,0.01389661,0.018586183,1.141066957,2.69E-07,0.057051494,0.149082616,0.147357184,0.317531183,0.323394591,0.03425435,0.101470729,0.028424376,0.367600963,1.045923066,0.217480554,0.385780242,0.134430515,0.779269817,0.312294483,25.61975925,0.013213055,0.013872457,0.018549238,1.139345478,0.141787812,0.007450264,0.04,0.02,1.17E-05,1.761985801,0.011232619,0.1501729
98,Julia,1714.74036,0.010547147,0.005282407,5.485986557,4.055482363,5.837797065,2.329628893,9.848538969,0.006431481,4.22E-08,0.013527494,0.130454505,0.254108139,0.217561765,0.029353008,0.098653125,0.030518631,0.470869757,1.05354634,0.007064461,0.007507091,0.006930064,0.00743257,0.007308022,25.49819173,2.477890047,3.690475091,1.398666575,6.544126386,0.000727002,1.78E-05,0.04,0.02,0.309798186,1.36E-06,0.018806547,0.2751824
99,Julia,1.208102065,0.008973982,0.004800149,0.10668712,0.01379918,0.014924302,0.019957241,0.653538351,3.15E-07,0.051093928,0.159462055,0.145298097,0.331301075,0.292935717,0.034402697,0.112356206,0.035994569,0.483155512,1.357496413,0.257912819,0.449478179,0.119380638,0.751080116,0.265171682,25.6173339,0.0137653,0.014890807,0.019906019,0.65226509,0.149412685,0.0053561,0.04,0.02,1.35E-05,1.53815627,0.015091914,0.1097146
100,Julia,1.062136998,0.010096448,0.005899074,0.10004264,0.009962602,0.010942875,0.019423345,0.407805175,2.53E-07,0.050914524,0.159790869,0.141029879,0.325278231,0.306355538,0.026618673,0.098626507,0.033605816,0.438109971,1.299086749,0.212368933,0.447268039,0.119672701,0.688916596,0.271916785,25.67097159,0.00993771,0.010917882,0.019372615,0.406996649,0.149496946,0.004883981,0.04,0.02,1.10E-05,1.535982806,0.01526345,0.8094358
101,Julia,1.000044852,0.011559861,0.004932936,0.137980703,0.011911571,0.013669269,0.011743904,0.16952189,2.43E-07,0.060919724,0.15043519,0.128282837,0.289234089,0.343953139,0.025821803,0.117702882,0.029506858,0.462299606,1.359371253,0.217249125,0.440975871,0.14555734,0.727698503,0.302966757,25.61389991,0.011884958,0.013641352,0.011716476,0.169221365,0.141424489,0.003966694,0.04,0.02,1.07E-05,1.770254924,0.012398852,0.1700419
102,Julia,0.974315117,0.011206501,0.007287785,0.089549252,0.009724956,0.011550911,0.013957935,0.168809999,2.13E-07,0.05304269,0.14503542,0.12425847,0.331509518,0.334825908,0.024440373,0.11032681,0.02433996,0.450342959,0.982204695,0.221414348,0.475059649,0.154490763,0.808270193,0.355309674,25.61453864,0.009702151,0.011526151,0.013923719,0.16849589,0.136346478,0.005035469,0.04,0.02,9.32E-06,1.631578924,0.013289709,0.1577323
103,Julia,0.951814435,0.014558723,0.005300872,0.115246054,0.012233527,0.014930842,0.014367421,0.08729738,1.84E-07,0.05371058,0.142633892,0.115042091,0.369292007,0.277163023,0.02765749,0.086423198,0.033195507,0.383453311,1.005069851,0.231634261,0.462722906,0.135445891,0.822452988,0.30464007,25.5769939,0.012194986,0.014887842,0.014320106,0.087079114,0.130865805,0.002535765,0.04,0.02,7.86E-06,1.536556614,0.016168369,0.1481447
104,Julia,1.005979204,0.015999754,0.005460024,0.111626773,0.012011932,0.014172265,0.010655867,0.207048662,1.96E-07,0.061729777,0.163768848,0.141696906,0.333031544,0.292306891,0.03275342,0.093536209,0.032377939,0.397007778,1.193373782,0.208345644,0.332420177,0.153624839,0.826665823,0.318806321,25.6640165,0.011985949,0.014144243,0.010631772,0.2066933,0.154123141,0.004102711,0.04,0.02,8.57E-06,1.756735257,0.012848946,0.2400221
105,Julia,1.252785062,0.012909989,0.005826715,0.092923612,0.014903496,0.017601508,0.013908675,0.812652105,2.27E-07,0.065510472,0.157632038,0.150548565,0.343808449,0.310024009,0.035331363,0.111021146,0.035759517,0.401945929,1.251671905,0.239094303,0.381390228,0.124532415,0.810802891,0.364226201,25.6505106,0.01488002,0.017576165,0.013885771,0.811636515,0.150886339,0.006674194,0.04,0.02,1.01E-05,1.925638451,0.009356445,0.4495972
